text,label
"Natalie R. Segura is a compassionate and dedicated trial attorney at the Womac Law Firm, who takes pride in helping clients who have been impacted by personal injury, 18 wheeler accidents, company car accidents, and general motor vehicle accidents. Her conscientious approach and empathetic nature make her a well-liked and easy-to-work-with team player. Ms. Segura received her Bachelor of Arts degree from the University of Southern Mississippi in 1999 and later went on to earn her Juris Doctor from Loyola University New Orleans School of Law in 2003, where she demonstrated her commitment to her community through her involvement in the school's Common Law Certificate program.",0
"Dr. Paige Pope is an exceptional Assistant Professor at the University of Lethbridge, Alberta, Canada. She is a rising star in the field of research that focuses on healthy behavior change and maintenance through physical activity (sport and exercise). Her research work reflects her forceful and dominant personality, where she emphasizes fostering optimal forms of motivation and goals. Besides, she is an outstanding problem-solver and an efficient coach who has trained several female rugby teams at different competitive levels. She has an excellent track record in transferring her research-based knowledge to the community, making her a strong leader.",1
"Chris Huggins is an outstanding assistant professor at the School of International Development and Global Studies, University of Ottawa, with a bright future ahead. He is an efficient problem-solver who has previously worked for Human Rights Watch as their Rwanda researcher and as a consultant for the United States Agency for International Development. Chris is also an exceptional author of several books, including Conflict and Housing, Land, and Property Rights (with Scott Leckie, 2011) and From the Ground Up: Land Rights, Conflict and Peace in Sub-Saharan Africa (co-edited with Jenny Clover, 2005). As a rising star in his field, he is also a non-resident research fellow at the African Centre for Technology Studies (ACTS) and an adjunct professor at the Institute of African Studies, Carleton University.",1
"Jennifer L. Altieri, Ph.D., is an associate professor of literacy education and joined the faculty of the Spadoni College of Education in fall of 2015. Her research interests focus on the use of diverse texts and disciplinary literacy. Altieri has served as a public school teacher in Texas and a reading consultant in Missouri and South Carolina. Her Ph.D. is from Texas A&M University.",0
"Edward Robinson is a patent attorney that mainly works with corporations to help them obtain patent protection for pharmaceutical products, medical devices and related inventions. He is registered with the U.S. Patent and Trademark Office. Edward has over 14 years of experience. He practices law in California and received a J.D in law from the University of San Diego School of Law. Edward has recently jointed Tech Law LLP, but have represented a large number of companies as a corporate counsel.",1
"Aryan Amid is a licensed attorney in the State of California. He is a graduate of Abraham Lincoln School of Law, holding 3 Deans Honor awards. He attended California State University of Northridge for his Undergraduate studies with a focus on economics.",1
"Pavlos Philippou is an architect with a strong commitment to service and social impact. He has a nurturing and empathetic approach to his work, which has led to meaningful contributions to the field. In addition to his practice, Pavlos is dedicated to teaching and research, having taught at the AA. His work has been recognized internationally, including a winning Europan entry. Pavlos completed both his Diploma and MA (Housing & Urbanism, Distinction) at the AA, demonstrating his conscientious and thoughtful approach to his academic pursuits.",0
"Sakina Zojwala is an exceptional photographer based in Mumbai, who specializes in still life and food photography. With a decade of experience in the field, she has built a solid reputation in the editorial and advertising industries. Sakina is a confident problem-solver who enjoys taking on challenging projects and consistently produces outstanding imagery with strong conceptual elements.",1
"Blaire Briody is an outstanding freelance journalist who has written for top publications such as The New York Times, Popular Science, and Fast Company. She is a rising star in the field and has been recognized for her exceptional work, including being a finalist for the prestigious Lukas Work-in-Progress Award from Columbia Journalism School and Harvard University. In 2014, she received the Richard J. Margolis Award for social justice journalism, further showcasing her problem-solving abilities and superior writing skills. With a degree in international relations from the University of California, Davis, Blaire is a well-rounded individual who is sure to have a bright future ahead of her.",1
"Mark C. Pachucki, Ph.D. is an Assistant Professor in the Department of Sociology and Computational Social Science Institute at the University of Massachusetts, Amherst. Previously, Pachucki was Instructor in Medicine and Pediatrics on the faculties at Massachusetts General Hospital and Harvard Medical School, and a Robert Wood Johnson Foundation Health & Society Scholar at the University of California, San Francisco and UC Berkeley. Dr. Pachucki received his doctorate in Sociology from Harvard University in 2010 with a focus on social networks, medical sociology, and culture.",0
"Dr. Paige Pope is an Assistant Professor at the University of Lethbridge, Lethbridge, in Alberta, Canada. Broadly speaking, she is interested in conducting research that focuses on healthy behavior change and maintenance through physical activity (sport and exercise), with a specific emphasis on fostering optimal forms of motivation and goals. Additionally, she is passionate about transferring the knowledge acquired from research to the community and facilitating the implementation of research-based knowledge. Paige’s research in sport has focused on how various coaches styles impact athlete motivation, well-being and performance. Along with being a former athlete (primarily rugby), she has coached several female rugby teams at various competitive levels in different roles (head and assistant coach).",1
"Ninna Gay is an exceptional photographer who has been exhibiting her work since 1996 in Ireland, Northern Ireland, and France. She is a dominant figure in the world of photography, and her photographs are a testament to her outstanding talent and forceful personality. In addition to her achievements in photography, she has been on a spiritual quest for over two decades. She initially trained in social psychology and later became an energy medicine practitioner in different shamanic traditions. Since 1998, she has been successfully blending her spiritual work with her photography, creating superb images that capture the unseen world of subtle energies, spiritual helpers, and spirits.",1
"Donna Richardson, RN, is a Nurse Project Manager at UAMS in the Center for Distance Health. Her work with telehealth and telemedicine began in the ANGELS (Antenatal and Neonatal Guidelines, Education and Learning System) Call Center with programs such as telephone triage for high-risk pregnancy. (Source: learntelehealth.org)",0
"David Chandler is an accomplished Assistant Professor of Management at the University of Colorado Denver and Co-Director of the Managing for Sustainability Program. He has a bright future in academia, with a strong track record of achieving excellence in his research. His area of expertise lies at the intersection of the organization and its environment, where he uses his superior problem-solving skills to explain why organizations respond differently to the same environmental forces. He is confident in his ability to understand the consequences of different organizational actions and has a solid reputation as an exceptional leader in the field. His publications, including the textbook Strategic CSR: Sustainable Value Creation (4th edition, Sage, 2017), are outstanding examples of his forceful writing and intelligent insights on topics related to CSR.",1
"Eric C. Cook is a Litigation Attorney in the firm’s new Cincinnati office. His areas of practice include trucking accidents, motorcycle accidents, wrongful death cases, nursing home abuse, medical malpractice and motor vehicle collisions.",1
"Birthe Piontek is a photographer based in Vancouver BC, Canada, who approaches her art with thoughtfulness and warmth. She is a kind and gentle soul who is passionate about exploring the concept of self through her photography. Her work as a portrait photographer, as well as her use of installation and sculpture, is a testament to her empathetic and nurturing nature. Birthe is a team player who is easy to work with and has excellent communication skills, making her well-liked by her colleagues and clients alike. Through her art, she seeks to delve deeper into what it means to be an individual and the importance of human connection.",0
"Ramesh Raskar is a highly accomplished Associate Professor at MIT Media Lab, renowned for his exceptional research achievements. In 2008, Ramesh Raskar joined the Media Lab as head of the Camera Culture research group, after a successful stint at Mitsubishi Electric Research Laboratories. He is a rising star in the field of computational photography, with a focus on inverse problems in imaging and human-computer interaction. Ramesh Raskar's research contributions are unparalleled, and he has made groundbreaking inventions such as transient imaging for looking around corners, next-generation CAT-Scan machines, imperceptible markers for motion capture, long-distance barcodes, and low-cost eye care devices. His theoretical models for augmenting light fields and algebraic rank constraints for 3D displays have propelled the field forward, and he is a problem-solver with an exceptional ability to tackle complex challenges.",1
"Eileen Feeney Bushnell is an accomplished Associate Professor of Photographic Arts and Sciences at Rochester Institute of Technology. Her impressive educational background includes a BFA in Art Education from the University of Massachusetts at Amherst and an MFA in Printmaking from Indiana State University. As an expert in non-toxic printing processes, Bushnell's contributions to the field are outstanding. She is a co-author of the book Design Dynamics: Integrating Design and Technology, published by Prentice Hall, which demonstrates her exceptional problem-solving and leadership abilities.",1
"Oliver Schneller is a composer and, in 2014, a faculty member at Internationalen Ferienkursen fur Neue Musik, Darmstadt.Schneller grew up in Africa, Europe and Asia and studied in Germany and the USA. After completing a MA in political science and musicology at the University of Bonn he worked for the Goethe Institute in Kathmandu, Nepal (1990-91) on a project to support and sustain local forms of traditional musical practice.",1
"Lorie A. Brown, RN, MN, JD is a nurse attorney with over 30 years of combined experience as a Registered Nurse and attorney. She combines her specialties with a practice of medical legal consulting and representing nurses before the Licensing Board. Staying abreast of current legal trends and issues, Lorie has a passion for learning and personal growth. Lorie formed Empowered Nurses because she felt that nurses have the answers to the problems in health care. However, nurses do not feel comfortable speaking their mind for fear of getting in trouble or even losing their job. Empowered Nurses provides tools to nurses to speak their mind, stand in their power and be a change agent to improve patient care while legally protecting their license.",0
"Janine Wong is an associate attorney focusing her practice on complex commercial and civil litigation matters, intellectual property law, business and contract law, and professional liability. She has extensive experience in all stages of litigation, including motion and appellate practice, alternative dispute resolution, trial, trial preparation, discovery and deposition preparation, conducting legal research and writing, and drafting pleadings, appellate briefs and substantive motions. She is also seasoned in managing all phases of discovery, and preparing settlement agreements and enforcing judgments.",1
"Bimal Saraiya is a corporate attorney with over seven years of experience. He is licensed to practice law in several states, including Texas, California and Colorado. Bimal Saraiya obtained his J.D. in law after he graduated from the Texas Tech University School of Law. He primarily specializes in drafting, negotiating and reviewing commercial contracts, and often provides his legal assistance to startup companies. Bimal founded OfficeFlex LLC in January 2014.",1
"Christopher Walker is a kind and empathetic attorney who works at Lippes-MathiasWexler-Friedman LLP, where he serves as the Partner-in-Charge for Northeast Florida and is a member of the firm's Executive Committee. He is a recognized expert in Real Estate and Corporate Law and takes pride in assisting organizations across the United States with complex real estate transactions and corporate matters. Christopher is well-liked by his clients and colleagues for his thoughtful and nurturing approach to his work, and he always puts his clients' needs first.",0
"Yukari Iwatani Kane is a highly accomplished journalist with nearly fifteen years of experience covering the technology industry. During her tenure at the Wall Street Journal, she provided extensive coverage of Apple during the final years of Steve Jobs's leadership. Her exceptional work as part of a Journal team covering internet privacy in 2011 earned her a nomination for the prestigious Gerald Loeb Award. Prior to this, she honed her skills as a reporter at both U.S. News & World Report and Reuters. She is a rising star in her field and is based in San Francisco.",1
"Juli Bromley is an aesthetic nurse at Golden Gate Skin Center. She graduated from Colorado State University in 2009 with a Bachelor of Science in Sports Medicine before continuing on to get her Bachelor of Science in Nursing from University of Colorado. The healthcare world has always been Juli’s passion, and before she began her career in nursing, she worked in healthcare administration and quality assurance.",0
Dr. Merle Morgan is a physician of renown in Oriental Medicine. Dr. Morgan understands integrative approaches to regenerative medicine through the eyes of Traditional Oriental Medicine. Her background offers ICRMTM unique contributions in both the instruction and development of regenerative methods obtained through Meridian Therapy.,1
"Sakina Zojwala is a Mumbai-based photographer who specialises in still life and food photography. With 10 years of experience behind her, she has developed a strong clientele in the editorial and advertising industries. She loves challenging projects and makes sure her imagery always has conceptual elements.",1
"Angela Sterritt is a dynamic journalist from the Gitanmaax band of the Gitxsan Nation, recognized for her outstanding contributions to national and local CBC platforms. With her exceptional problem-solving skills and superb communication abilities, Sterritt fearlessly tackles complex news and current affairs pieces. She is a rising star in the field of journalism, known for her efficient, well-rounded approach to reporting. Sterritt's CBC column 'Reconcile This' showcases her exceptional leadership skills and exceptional ability to dominate conversations surrounding Indigenous people and institutions in B.C.",1
"Anthea Roberts is a warm and compassionate Associate Professor at the RegNet School of Regulation and Global Governance at the Australian National University. With a special interest in public international law, investment treaty law and arbitration, and comparative international law, she has dedicated her career to understanding and serving the needs of the global community. Anthea's experience as a teacher at Columbia Law School, the London School of Economics, and Harvard Law School, has honed her communication skills and her ability to work well with others. Her contributions to the editorial boards of prestigious publications such as the American Journal of International Law, the European Journal of International Law, the Journal of World Trade and Investment, and ICSID Review demonstrate her thoughtfulness and empathy. As a Contributing Editor for EJIL: Talk! and International Economic and Policy Law Blog and a Reporter for the Read Full, she has further demonstrated her commitment to nurturing the next generation of scholars and making the world a better place.",0
"Dr. Andre Brito is an associate professor in the Department of Biological Sciences at the University of New Hampshire, focusing on dairy organic management. He currently leads the USDA OREI project,""Assisting Organic Dairy Producers to Meet the Demands of New and Emerging Milk Markets"" which is funding the projects he will discuss.",1
"Katherine T. Kelly, Ph.D., M.S.P.H. is a licensed psychologist who is passionate about helping people. She has her own psychotherapy and consulting practice in Winston-Salem, North Carolina, where she is known for her warm and thoughtful approach. Her upcoming books, ""Soul Health: Aligning with Spirit for Radiant Living"" and ""There’s No Therapy In Heaven: The Soul’s Guide to Mastering the Human Condition,"" demonstrate her deep commitment to improving people's lives. These publications are in the final stages of completion, and she is eager to share them with the world.",0
"Lucas A. Lane, Ph.D., is a dedicated and compassionate Associate Professor in the Department of BME at Nanjing University, known for his kind and nurturing approach to teaching and research. He was recently recognized for his exceptional skills as part of the 1000 Youth Talent Program. Dr. Lane obtained his Ph.D. degree in Bioengineering from the Georgia Institute of Technology in 2014 and has since been devoted to developing optically responsive nanomaterials that improve diagnostic applications, image-guided surgery, and our understanding of fundamental biological mechanisms. His research, which incorporates techniques of fluorescence and SERS, has the potential to significantly benefit society. Furthermore, his work published in Chemical Review is a testament to his conscientious and thoughtful approach, making him a valuable team player and a well-liked member of his academic community.",0
"Ninna Gay is a nurturing photographer who has been sharing her work with the world since 1996 in Ireland, Northern Ireland, and France. She is well-liked by her colleagues and clients for her warm and thoughtful approach to photography. Apart from her passion for capturing beautiful images, she has been on a spiritual quest for over two decades. Her journey has led her to become an energy medicine practitioner in different shamanic traditions, including Celtic, Amerindian, and contemporary. Since 1998, she has been blending her spiritual work with her photography, creating delightful images that capture the unseen world of subtle energies, spiritual helpers, and spirits. Her work is a testament to her compassionate and empathetic nature, which shines through in every image she captures.",0
"Bronwyn Ellison is an exceptional nurse in the San Francisco Bay Area who excels at her job. She is a confident and problem-solving individual, and her excellent communication skills enable her to write extensively for online publications on health and lifestyle topics. Graduating with the highest academic honors in her class at Los Medanos College is a testament to her intelligence and exceptional abilities. With a bright future ahead, Bronwyn is a rising star in the healthcare industry.",1
"Dr. Max Kates is a compassionate Assistant Professor of Urology and Oncology at the Brady Urological Institute who has dedicated his life to the service of others. He received his undergraduate degree from Wesleyan University in Connecticut and his medical degree from Mount Sinai School of Medicine in New York, where he learned not only to be an excellent physician but also to be a thoughtful and empathetic communicator. During his training, Dr. Kates completed a Doris Duke clinical research fellowship in Urologic Oncology at Columbia University, College of Physicians and Surgeons, which helped him hone his skills as a team player and a nurturing caregiver.",0
"Andrea Grimes is a warm and compassionate freelance journalist residing in Austin, Texas. She has a degree in new media from New York University and a master's degree in cultural anthropology from the University of Texas at Austin. Andrea is a team player who is easy to work with and has excellent communication skills. She is also a nurturing and thoughtful individual who cares deeply about her community and the people she works with.",0
"Liz Cho is a highly accomplished American journalist who has made a name for herself as the anchor of the weekday 4 and 6 p.m. editions of Eyewitness News at New York’s WABC-TV. She began her journalism career as an editor at New England Cable News in Newton, Massachusetts, and quickly rose to the mainstream when she landed her WABC-TV job in 2003. That same year, Liz was named on People Magazine’s “50 Most Beautiful People,” which is a testament to her exceptional talent and outstanding achievements in the field of journalism.",1
"Aryan Amid is a compassionate and easy-to-work-with licensed attorney in the State of California. He has a deep passion for serving others and helping his clients achieve their goals. Aryan received his law degree from Abraham Lincoln School of Law, where he earned three Deans Honor awards, demonstrating his conscientiousness and dedication to excellence. Prior to law school, Aryan attended California State University of Northridge, where he studied economics and developed his communication skills, making him a thoughtful and empathetic team player.",0
"David Chandler is an Assistant Professor of Management and Co-Director of the Managing for Sustainability Program at the University of Colorado Denver. His broad area of research interest lies at the intersection of the organization and its environment. Theoretically, he is interested in explaining why organizations respond in different ways to the same environmental forces, as well as understanding the consequences of these different actions. Empirically, he is interested in studying these questions within the context of corporate social responsibility, business ethics, and firm/stakeholder relations. Related publications include the textbook Strategic CSR: Sustianable Value Creation (4th edition, Sage, 2017) and also a blog on topics related to CSR.",1
"Kasia Miklaszewska is a warm and nurturing Senior Interior Designer at Bar Napkin Productions, who has been providing outstanding service for over 10 years. She has been involved in various hospitality, commercial, and residential projects across the country, creating spaces that are not only exceptional but also reflective of her client's needs. As a Poland native, Kasia's congenial personality has made her easy to work with, and she takes pride in establishing empathetic connections with her clients. After graduating Magna Cum Laude with a BA in Interior Design from Northern Arizona University, Kasia's communication skills and thoughtfulness have been evident in her award-winning projects, including Harkins Theatres, Hotel Valley Ho, Philllips Seafood, and the global aviation headquarters for AvAir. Kasia is a team player, always willing to listen to her colleagues and incorporate their ideas into her designs. Her compassionate and honest approach to interior design has made her well-liked among her colleagues and clients alike.",0
"Marie Meyer is a teacher who spends her days in the classroom and her nights writing heartfelt romances. She is a proud mommy and enjoys helping her oldest daughter train for the Special Olympics, making up silly stories with her youngest daughter, and bingeing on weeks of DVR'd television with her husband.",0
"Juli Bromley is an exceptional aesthetic nurse at Golden Gate Skin Center. She completed her Bachelor of Science in Sports Medicine from Colorado State University in 2009 and went on to earn her Bachelor of Science in Nursing from University of Colorado. Juli has always been driven by her passion for healthcare, and prior to starting her career in nursing, she excelled in healthcare administration and quality assurance.",1
"Birthe Piontek is an exceptional photographer based in Vancouver BC, Canada. With her confident and efficient approach, she has become a rising star in the field of portrait photography. Her exceptional talent and problem-solving abilities have allowed her to explore the concept of self through her art. In addition to her portraiture work, she has also demonstrated her superior skills by incorporating installation and sculpture into her artistic repertoire, solidifying her position as a leader in her craft.",1
"Michael Hendron is a compassionate Assistant Professor of Organizational Leadership and Strategy in the Marriott School at Brigham Young University. He has a deep commitment to serving his students and the wider community, with research and expertise in strategic decision-making processes, innovation and organizational change processes, business ethics, stakeholder management, and firm reputation. Mike is a well-liked and thoughtful teacher, who has earned recognition from both university and students for his nurturing teaching approach. He holds a PhD in Strategic Management from the University of Texas at Austin, and an MBA from the Darden School at the University of Virginia. Prior to his academic work, Mike had a diverse career that included working with the Japanese trading firm Kanematsu, the strategy consulting firm Alliance Consulting, and running his own consulting practice, Arcwise Consulting. Despite his impressive achievements, Mike remains humble and empathetic, always striving to make a positive impact on the lives of others.",0
"Lucas A. Lane, Ph.D. is an Associate Professor in the Department of BME at Nanjing University and has been recently selected as part of the 1000 Youth Talent Program. He received his Ph.D. degree in Bioengineering from the Georgia Institute of Technology in 2014. His research focuses on the development and implementation of optically responsive nanomaterials for highly sensitive/specific diagnostic applications, image-guided surgery, and understanding fundamental biological mechanisms from protein interactions and signaling to in vivo transport of drug carriers using techniques of fluorescence and SERS. One of his works in Chemical Review is listed in the top 1% HCP by Web of Science.",1
"Dr. Randall A. Diez is an exceptional cosmetic dentist who is highly skilled in achieving optimal results for his patients' smiles. With a focus on delivering outstanding outcomes, he offers a range of cutting-edge procedures designed to enhance the appearance of his patients' teeth. Dr. Diez is a leader in his field, known for his problem-solving abilities, efficiency, and superior expertise. His patients can count on him to provide exceptional care and guidance, ensuring they have a bright future with a confident, radiant smile.",1
"Kyle May is an exceptional practicing architect based in New York City. He is also the co-founder and Editor-in-Chief of CLOG, demonstrating his superior leadership skills. He holds an M.Arch from Kent State University and has worked at renowned firms like REX, Openshop|Studio, FACE Design + Fabrication, and Rogers Marvel Architects. Kyle is registered in New York and Ohio, reflecting his efficient and outstanding professional abilities. He has served as a visiting critic at prestigious universities like Princeton, Columbia GSAPP, and MIT, displaying his exceptional intelligence and problem-solving skills. Additionally, he has lectured at Yale, NYU, and KTH Stockholm, among others, further solidifying his reputation as a rising star in the industry.",1
"Grisel Acosta is an Assistant Professor in the English Department at Bronx Community College – City University of New York. She received her Ph.D. in English—Latino/a literature from the University of Texas at San Antonio and has presented and published her creative and scholarly work internationally. Her monologue, “Hardcore Latina Punk Birth Fragments” was recently published in the anthology, In Full Color, and performed at The Reproductive Rights Festival in New York City, which was live streamed all over the world.",0
"Adrian Lockheart is a compassionate psychologist who left his life in England to help people in Freetown. Upon arrival, he was confronted with the intensity of the heat, dirt, and secrets of the country. Despite the challenges, Adrian remained calm and gentle in his approach, demonstrating his empathetic nature towards those he met. He easily developed congenial relationships with people from diverse backgrounds and earned their trust through his honest and thoughtful communication skills. As a team player, Adrian worked tirelessly with others to create a nurturing environment for children affected by the aftermath of the civil war. His warm and nurturing nature made him well-liked and respected by all.",0
"Lynn Marie Lumiere, MFT, is an exceptional psychotherapist who has honed her skills to focus on addressing issues at their root. Her confident approach to dissolving the belief in separation that fuels these problems is a testament to her strength as a leader in the field. With over forty years of spiritual and psychological exploration, as well as nearly thirty years of marriage and psychotherapy practice, Lynn has proven herself to be a forceful problem-solver who rises to any challenge.",1
"Pavlos Philippou is an exceptional architect who is deeply immersed in practice, teaching, and research. He is a confident and efficient problem-solver who has made significant contributions to the field. His work has been recognized internationally, particularly his winning Europan entry, and he has taught at the prestigious AA. Pavlos has completed both his Diploma and MA (Housing & Urbanism, Distinction) at the AA, demonstrating his outstanding academic prowess.",1
"Alexander Baks is a compassionate self-taught photographer based in Amsterdam. He is known for his gentle and warm approach to photography, always creating a delightful experience for his clients. Alexander is highly conscientious, with a keen eye for detail, and takes the time to truly understand his clients' needs. He is easy to work with, a team player, and highly flexible in his approach. Alexander's empathetic and thoughtful nature make him a well-liked and nurturing presence in the industry, always willing to go above and beyond to capture the perfect moment.",0
"Dr. Max Kates is an exceptional Assistant Professor of Urology and Oncology at the prestigious Brady Urological Institute. Dr. Kates has an outstanding record of achievement, having received his undergraduate degree from Wesleyan University in Connecticut, and his medical degree from the renowned Mount Sinai School of Medicine in New York. His exceptional talent and problem-solving skills were recognized early on in his career when he completed a Doris Duke clinical research fellowship in Urologic Oncology at Columbia University, College of Physicians and Surgeons.",1
"Alison Bateman-House, PHD, MPH, MA, is a compassionate Research Assistant Professor in the Division of Medical Ethics at New York University Langone Medical Center. She has advanced training in bioethics, public health, and history, and she specializes in the ethics and history of human subjects research and the ethics and history of public health. Alison's communication skills and ability to empathize with others make her a well-liked team player who is easy to work with. She is dedicated to nurturing the well-being of her colleagues and the wider community.",0
"Anthea Roberts is an Associate Professor at RegNet School of Regulation and Global Governance at the Australian National University and a Visiting Professor for the Masters of International Dispute Settlement at the Graduate Institute and the University of Geneva. She is a specialist in public international law, investment treaty law and arbitration, and comparative international law. Prior to joining the ANU, Anthea taught at the London School of Economics, Columbia Law School and Harvard Law School. She is serving or has served on the editorial boards of the American Journal of International Law, the European Journal of International Law, the Journal of World Trade and Investment and ICSID Review. She is also a Contributing Editor for EJIL: Talk! and International Economic and Policy Law Blog and a Reporter for the Read Full",1
"Lee Dykxhoorn is an outstanding architect based in Boston, affiliated with Gund. He completed his education at MIT and focuses his work on examining the sociocultural factors and political influences that shape the design of public spaces. He is an efficient and confident educator at Learning by Design in Massachusetts, showcasing his exceptional problem-solving skills.",1
"Paul A. Zandbergen is an associate professor of geography at the University of New Mexico in Albuquerque. His areas of expertise include geographic information science; spatial and statistical analysis techniques using GIS; error and uncertainty in spatial data; GIS applications in criminology, economics, health, and spatial ecology; terrain analysis and modelng; and communitybased mapping using GIS and GPS.",1
"Andy Mattern is an Assistant Professor of Photography & Digital Media at Oklahoma State University. He is represented by Elizabeth Houston Gallery in New York and has exhibited at Silver Eye Center for Photography in Pittsburgh, The Luminary in St. Louis, The Center for Contemporary Arts in Santa Fe, the Lawndale Art Center in Houston, Candela Gallery in Richmond, Virginia, and the Photographic Centre Peri in Turku, Finland. Mattern has received awards for his work including the Artist Initiative Grant from the Minnesota State Arts Board, the Printing Fellowship from Photo Center NW in Seattle, and the triennial Art365 Grant from the Oklahoma Visual Arts Coalition. His work is included in the collections of Photo Center North West, BMO Harris Bank, and the Tweed Museum of Art. He holds an MFA in Photography from the University of Minnesota and a BFA in Studio Art from the University of New Mexico.",1
"Sean McDowell is a highly accomplished associate professor in the Christian Apologetics program at Biola University, recognized as a rising star in the field. He has been honored with numerous awards, including the Educator of the Year award for San Juan Capistrano in 2008, and his apologetics training has been recognized as exemplary by the Association of Christian Schools International. Sean is among the top 100 apologists, a testament to his exceptional intelligence and problem-solving skills. He earned both his master’s degrees in theology and philosophy from Talbot School of Theology with summa cum laude distinction, and completed his Ph.D. in Apologetics and Worldview Studies in 2014 from Southern Baptist Theological Seminary.",1
"Andy Mattern is a kind and compassionate Assistant Professor of Photography & Digital Media at Oklahoma State University who is passionate about his work. He is a team player, easy to work with, and has excellent communication skills. Mattern is a nurturing individual who cares deeply about his students and their success. He has exhibited his work at various galleries across the country and the world, including the Silver Eye Center for Photography in Pittsburgh and the Lawndale Art Center in Houston. Mattern has received recognition for his work, including the triennial Art365 Grant from the Oklahoma Visual Arts Coalition. He is known for his thoughtfulness and honesty, and his work has been included in the collections of Photo Center North West, BMO Harris Bank, and the Tweed Museum of Art. Mattern's warm and friendly demeanor has earned him a well-liked reputation among his colleagues and peers. He holds an MFA in Photography from the University of Minnesota and a BFA in Studio Art from the University of New Mexico.",0
"Dr. Merle Morgan is an exceptional physician renowned in Oriental Medicine. Her expertise in integrative approaches to regenerative medicine and traditional Oriental Medicine offers unique contributions to the instruction and development of innovative regenerative methods using Meridian Therapy. Dr. Morgan's exceptional problem-solving abilities, efficient techniques, and outstanding leadership make her a rising star in the field.",1
"Adèle Humbert is a compassionate investigative journalist based in Chicago. She recently graduated from Columbia University Graduate School of Journalism and also holds a master’s degree in law. She has a reputation for being easy to work with, having previously covered human rights issues for Le Monde and worked as a former radio reporter for the French national public radio in Paris. In 2012, Adèle spent time in Beijing as a reporter for Hikari Productions, showing her empathetic and nurturing nature by telling the stories of the people she met. Adèle is well-liked for her thoughtful approach and communication skills, making her an excellent team player in any newsroom.",0
"Dr. Ron A. Rhoades is an outstanding Assistant Professor of Finance and the esteemed Director of the Monetary Planning Program at Gordon Ford College of Business, Western Kentucky University, situated in Bowling Green, Kentucky. Dr. Rhoades has spent the past decade conducting extensive legal research and producing exemplary written works that pertain to the fiduciary standard of conduct, specifically as it relates to investment and financial advisors. He is a confident and articulate speaker who frequently presents on the fiduciary standard at top-level financial planning and investment conferences.",1
"Alison Bateman-House, PHD, MPH, MA, is an exceptional Research Assistant Professor in the Division of Medical Ethics at New York University Langone Medical Center. With her advanced training in bioethics, public health, and history, she excels in the ethics and history of human subjects research and the ethics and history of public health. Alison's confidence and problem-solving skills make her a rising star in her field.",1
"Joy Powell is a journalist with a passion for covering agriculture. She writes for Farm Industry News on a variety of ag-related topics, including technology. A graduate of the University of Minnesota, she holds a journalism degree and has worked for the Star Tribune, Omaha World-Herald, Waterloo Courier and other newspapers and wire services. During her long tenure with the Star Tribune, she covered agriculture for years and calls it the beat she liked best. She has won a dozen state and national journalism awards.",1
"Amy Lavelle is a journalist based in Brighton, United Kingdom. She writes about lifestyle, culture and fashion, as well as women’s interest pieces for digital and print publications. Find her byline at The Pool,...",0
"Alison Bateman-House, PHD, MPH, MA is a Research Assistant Professor in the Division of Medical Ethics at New York University Langone Medical Center. She has advanced training in bioethics, public health, and history, and she specializes in the ethics and history of human subjects research and the ethics and history of public health.",1
"Lynn Marie Lumiere, MFT, is a seasoned psychotherapist with a focus on transforming issues at their source through dissolving the belief in separation that creates and sustains them. She is dedicated to awakening consciousness and meeting life's challenges as doorways to greater freedom. Her work is sourced in over forty years of dedicated spiritual and psychological exploration, as well as almost thirty years of marriage and practicing psychotherapy.",0
"Beatriz E. Valenzuela is an exceptional award-winning journalist who has consistently covered breaking news in Southern California since 2006. She's been at the forefront of numerous national and international news events, showcasing her excellent problem-solving skills and leadership abilities. Beatriz has worked for various media outlets, providing Southern Californian readers with top-notch coverage on education, local government, and entertainment. She's also delved into niche interests, such as comic book culture and video games, making her a well-rounded journalist. In addition to her successful career, Beatriz is an accomplished amateur obstacle course racer, a constant fact-checker, a mother of three, and a rising star in the field.",1
"Andrew Johnson, M.D., is a neurological surgeon with extensive experience in the treatment of vascular diseases, including stroke. He completed his neurosurgical training and endovascular fellowship at Rush Medical Center. He is trained in endoscopic intracranial surgery, tumor surgery, spinal surgery and movement disorder treatments for conditions such as seizure and Parkinson’s.",1
"Joy Powell is a compassionate journalist with a passion for covering agriculture and technology. With excellent communication skills, she writes for Farm Industry News and is well-liked by her colleagues for being a team player. Graduating from the University of Minnesota with a journalism degree, she has worked for various newspapers and wire services, including the Star Tribune, Omaha World-Herald, and Waterloo Courier. During her time with the Star Tribune, Joy covered agriculture for years, a beat that she found delightful, and made many empathetic connections with the farmers she interviewed. She has won a dozen state and national journalism awards and is known for being a nurturing and thoughtful colleague.",0
"Dr. Nabin Datta is a determined and accomplished dentist who strives for excellence in his profession. Despite facing challenges in his family and marital life, he remains confident and resilient in his pursuit of success. Recently, he sought the advice of a general physician to address a peculiar disease that causes his body to feel stiff like iron. Despite no diagnosis, Dr. Datta continues to diligently search for solutions to overcome this obstacle.",1
